sn,fault_time,msg_feature,server_model
SERVER_15617,2020-07-22 13:08:00,"[[265, 255, 4, 86, 2, 8], [233, 26, 4, 86, 2, 8], [236, 261, 4, 86, 1, 0], [233, 20, 4, 86, 2, 8], [2, 242, 4, 86, 2, 8], [2, 243, 4, 81, 5, 8], [251, 252, 4, 79, 4, 8], [250, 23, 4, 70, 19, 7], [250, 95, 4, 70, 2, 7], [256, 132, 4, 10, 1, 0], [259, 132, 4, 10, 1, 0], [236, 3, 4, 9, 1, 0]]",21
SERVER_2969,2020-02-20 02:10:00,"[[250, 23, 4, 14, 20, 5], [220, 151, 4, 12, 1, 0], [250, 95, 4, 11, 1, 0], [257, 258, 4, 8, 2, 3], [2, 243, 4, 5, 1, 0], [251, 252, 4, 5, 1, 0]]",21
SERVER_15589,2020-10-08 17:12:00,"[[250, 23, 4, 44, 22, 7]]",21
SERVER_3153,2020-03-26 02:00:00,"[[250, 23, 4, 82, 22, 7], [250, 95, 4, 71, 2, 2], [259, 132, 4, 71, 1, 0], [236, 3, 4, 71, 1, 0], [265, 255, 4, 66, 1, 0], [236, 261, 4, 66, 1, 0], [233, 26, 4, 66, 1, 0], [233, 20, 4, 66, 1, 0], [257, 258, 4, 65, 2, 3], [2, 242, 4, 65, 1, 0], [2, 243, 4, 54, 1, 0], [251, 252, 4, 54, 1, 0]]",21
SERVER_3414,2020-05-27 10:45:00,"[[250, 23, 4, 3, 18, 4]]",21
SERVER_3301,2020-01-30 06:17:00,"[[250, 23, 4, 12, 20, 5]]",21
SERVER_3920,2020-09-04 04:00:00,"[[250, 23, 4, 6, 9, 3], [250, 95, 4, 6, 2, 4], [256, 132, 4, 4, 1, 0], [259, 132, 4, 4, 1, 0], [236, 3, 4, 4, 1, 0]]",21
SERVER_3350,2020-10-07 00:46:00,"[[250, 23, 4, 68, 22, 7], [220, 151, 4, 50, 1, 0]]",21
SERVER_3602,2020-03-16 03:28:00,"[[250, 23, 4, 12, 20, 5], [220, 151, 4, 3, 1, 0]]",21
SERVER_17013,2020-09-05 12:46:00,"[[259, 132, 4, 3, 1, 0], [311, 8, 4, 3, 15, 4], [236, 3, 4, 2, 1, 0]]",21
SERVER_3036,2020-10-03 08:27:00,"[[257, 258, 4, 87, 1, 0], [2, 243, 4, 87, 16, 9], [251, 252, 4, 86, 12, 9]]",21
SERVER_17168,2020-08-16 13:12:00,"[[260, 8, 4, 96, 2, 1], [256, 132, 4, 96, 1, 0], [259, 132, 4, 96, 1, 0], [236, 3, 4, 96, 1, 0], [265, 255, 4, 95, 1, 0], [233, 26, 4, 95, 1, 0], [236, 261, 4, 95, 1, 0], [233, 20, 4, 95, 1, 0], [257, 258, 4, 95, 1, 0], [257, 258, 4, 52, 1, 0], [2, 242, 4, 51, 1, 0], [2, 243, 4, 47, 2, 5], [251, 252, 4, 47, 2, 5], [260, 8, 4, 47, 3, 5], [256, 132, 4, 45, 1, 0], [259, 132, 4, 45, 1, 0], [236, 3, 4, 45, 1, 0]]",21
SERVER_7017,2020-07-15 19:37:00,"[[250, 23, 4, 68, 20, 5], [250, 95, 4, 62, 1, 0], [259, 132, 4, 62, 1, 0], [236, 3, 4, 62, 1, 0], [265, 255, 4, 54, 1, 0], [233, 26, 4, 54, 1, 0], [236, 261, 4, 54, 1, 0], [233, 20, 4, 54, 1, 0], [257, 258, 4, 53, 2, 4], [2, 242, 4, 53, 1, 0], [2, 243, 4, 48, 2, 7], [251, 252, 4, 48, 2, 7]]",21
SERVER_3605,2020-09-06 09:53:00,"[[214, 13, 4, 89, 2, 7], [240, 131, 4, 89, 2, 7], [207, 13, 4, 89, 2, 7], [233, 20, 4, 89, 2, 7], [250, 95, 4, 2, 1, 0]]",21
SERVER_3290,2020-09-06 03:40:00,"[[214, 13, 4, 44, 2, 7], [240, 131, 4, 44, 2, 7], [207, 13, 4, 44, 2, 7], [233, 20, 4, 44, 2, 7]]",21
SERVER_2969,2020-02-21 04:54:00,"[[250, 23, 4, 100, 20, 5], [220, 151, 4, 100, 1, 0], [250, 95, 4, 100, 1, 0], [257, 258, 4, 100, 2, 3], [2, 243, 4, 100, 1, 0], [251, 252, 4, 100, 1, 0], [250, 23, 4, 82, 14, 7], [265, 255, 4, 65, 1, 0], [236, 261, 4, 65, 1, 0], [233, 26, 4, 65, 1, 0], [233, 20, 4, 65, 1, 0], [2, 242, 4, 63, 1, 0]]",21
SERVER_17013,2020-09-05 13:46:00,"[[259, 132, 4, 56, 1, 0], [311, 8, 4, 56, 19, 6], [236, 3, 4, 56, 1, 0], [220, 151, 4, 56, 1, 0]]",21
SERVER_17153,2020-11-09 18:54:00,"[[257, 258, 4, 93, 2, 6], [2, 243, 4, 93, 2, 5], [251, 252, 4, 93, 1, 0], [250, 95, 4, 9, 1, 0], [257, 258, 4, 4, 2, 4]]",21
SERVER_3497,2020-08-12 23:15:00,"[[236, 3, 4, 59, 1, 0], [257, 258, 4, 45, 2, 5], [2, 242, 4, 45, 1, 0], [265, 255, 4, 42, 1, 0], [233, 26, 4, 42, 1, 0], [236, 261, 4, 42, 1, 0], [233, 20, 4, 42, 1, 0]]",21
SERVER_3612,2020-04-30 06:39:00,"[[250, 23, 4, 90, 1, 0], [250, 23, 4, 8, 1, 0]]",21
SERVER_15359,2020-06-29 17:33:00,"[[250, 23, 4, 4, 14, 3], [250, 95, 4, 4, 2, 2], [259, 132, 4, 3, 1, 0], [236, 3, 4, 3, 1, 0]]",21
SERVER_5277,2020-08-21 15:35:00,"[[220, 152, 4, 88, 1, 0], [222, 3, 4, 88, 2, 2], [233, 26, 4, 88, 1, 0], [257, 258, 4, 70, 1, 0], [2, 242, 4, 70, 1, 0], [2, 243, 4, 56, 3, 7], [251, 252, 4, 47, 2, 7], [250, 23, 4, 11, 10, 3]]",21
SERVER_16119,2020-10-01 21:26:00,"[[250, 95, 4, 4, 1, 0], [257, 258, 4, 1, 1, 0]]",21
SERVER_3538,2020-01-14 02:50:00,"[[2, 243, 4, 81, 2, 5], [251, 252, 4, 81, 2, 5], [250, 23, 4, 25, 20, 5], [256, 132, 4, 21, 1, 0], [250, 95, 4, 21, 1, 0], [259, 132, 4, 20, 1, 0], [236, 3, 4, 20, 1, 0]]",21
SERVER_15430,2020-08-18 06:49:00,"[[250, 23, 4, 2, 11, 3], [250, 95, 4, 2, 1, 0]]",21
SERVER_15839,2020-06-11 07:51:00,"[[259, 132, 4, 79, 1, 0], [236, 3, 4, 79, 1, 0], [265, 255, 4, 49, 1, 0], [254, 255, 4, 49, 1, 0], [236, 261, 4, 49, 1, 0], [233, 26, 4, 49, 1, 0], [233, 20, 4, 49, 1, 0], [257, 258, 4, 48, 2, 3], [2, 242, 4, 48, 1, 0], [251, 252, 4, 48, 1, 0]]",21
SERVER_7011,2020-11-14 21:11:00,"[[250, 23, 4, 36, 21, 7]]",21
SERVER_2977,2020-07-14 12:07:00,"[[260, 8, 4, 60, 1, 0], [257, 258, 4, 59, 2, 3], [2, 243, 4, 58, 1, 0], [251, 252, 4, 58, 1, 0]]",21
SERVER_3823,2020-08-21 06:03:00,"[[250, 23, 4, 7, 20, 5], [220, 151, 4, 6, 1, 0], [259, 132, 4, 3, 1, 0], [250, 95, 4, 3, 1, 0], [236, 3, 4, 2, 1, 0]]",21
SERVER_3350,2020-10-06 23:34:00,"[[250, 23, 4, 6, 16, 5]]",21
SERVER_15358,2020-06-30 12:22:00,"[[257, 258, 4, 72, 2, 6], [2, 242, 4, 71, 2, 6], [233, 26, 4, 68, 2, 3], [233, 20, 4, 68, 2, 4], [236, 3, 4, 68, 1, 0], [236, 261, 4, 68, 1, 0], [265, 255, 4, 68, 1, 0], [259, 132, 4, 68, 1, 0], [2, 243, 4, 52, 1, 0], [251, 252, 4, 52, 1, 0]]",21
SERVER_15325,2020-06-22 22:17:00,"[[250, 23, 4, 100, 10, 9], [250, 23, 4, 100, 12, 9], [250, 23, 4, 98, 15, 9], [250, 23, 4, 91, 9, 9], [250, 23, 4, 51, 2, 7]]",21
SERVER_7424,2020-10-14 03:45:00,"[[257, 258, 4, 41, 2, 5], [2, 243, 4, 37, 3, 7], [251, 252, 4, 37, 2, 7]]",21
SERVER_15409,2020-01-20 19:46:00,"[[257, 258, 4, 92, 1, 0], [2, 243, 4, 92, 1, 0], [251, 252, 4, 92, 1, 0], [250, 23, 4, 89, 1, 0], [257, 258, 4, 63, 1, 0], [250, 23, 4, 8, 1, 0]]",21
SERVER_6988,2020-05-09 11:48:00,"[[250, 95, 4, 93, 1, 0], [257, 258, 4, 93, 11, 9], [2, 243, 4, 92, 12, 9], [251, 252, 4, 92, 8, 9], [257, 258, 4, 83, 5, 9], [2, 243, 4, 73, 8, 7], [251, 252, 4, 71, 4, 7]]",21
SERVER_17149,2020-08-12 16:26:00,"[[302, 293, 4, 93, 1, 0], [236, 3, 4, 93, 4, 7], [265, 255, 4, 93, 3, 7], [259, 132, 4, 93, 1, 0], [233, 26, 4, 93, 3, 7], [236, 261, 4, 93, 3, 7], [233, 20, 4, 93, 3, 7]]",21
SERVER_3549,2020-05-01 06:09:00,"[[257, 258, 4, 35, 2, 5], [2, 243, 4, 32, 1, 0], [251, 252, 4, 32, 1, 0]]",21
SERVER_15408,2020-04-19 03:53:00,"[[257, 258, 4, 12, 2, 5], [2, 243, 4, 9, 1, 0], [251, 252, 4, 9, 1, 0], [250, 95, 4, 5, 1, 0]]",21
SERVER_3025,2020-10-31 15:19:00,"[[250, 23, 4, 24, 12, 6]]",21
SERVER_15348,2020-04-14 17:20:00,"[[257, 258, 4, 93, 1, 0], [2, 243, 4, 93, 17, 9], [251, 252, 4, 93, 14, 9], [2, 243, 4, 84, 14, 9], [251, 252, 4, 83, 10, 8], [257, 258, 4, 38, 2, 4]]",21
SERVER_16122,2020-04-17 12:13:00,"[[250, 95, 4, 7, 1, 0], [257, 258, 4, 4, 2, 4]]",21
SERVER_2983,2020-06-18 18:04:00,"[[220, 152, 4, 82, 1, 0], [257, 258, 4, 81, 1, 0], [276, 92, 4, 81, 3, 8], [276, 239, 4, 81, 3, 8], [2, 242, 4, 81, 1, 0], [2, 243, 4, 49, 2, 6], [251, 252, 4, 41, 1, 0]]",21
SERVER_15430,2020-08-18 06:53:00,"[[250, 23, 4, 11, 16, 4], [250, 95, 4, 11, 2, 4], [259, 132, 4, 8, 1, 0], [236, 3, 4, 7, 1, 0]]",21
SERVER_6972,2020-06-20 15:27:00,"[[250, 23, 4, 94, 1, 0], [257, 258, 4, 90, 5, 9], [2, 243, 4, 90, 11, 9], [251, 252, 4, 89, 6, 9], [220, 151, 4, 81, 1, 0], [250, 23, 4, 5, 1, 0]]",21
SERVER_3555,2020-01-17 09:06:00,"[[2, 243, 4, 90, 3, 9], [251, 252, 4, 76, 3, 8], [250, 23, 4, 16, 8, 5], [250, 95, 4, 13, 1, 0], [2, 243, 4, 9, 1, 0]]",21
SERVER_4723,2020-09-25 09:28:00,"[[250, 23, 4, 85, 10, 9]]",21
SERVER_16126,2020-01-18 17:40:00,"[[265, 255, 4, 86, 1, 0], [236, 261, 4, 86, 1, 0], [233, 26, 4, 86, 1, 0], [233, 20, 4, 86, 1, 0], [257, 258, 4, 86, 4, 9], [2, 242, 4, 86, 1, 0], [2, 243, 4, 40, 4, 7], [251, 252, 4, 40, 3, 7]]",21
SERVER_15321,2020-08-27 14:26:00,"[[2, 243, 4, 85, 14, 8], [251, 252, 4, 85, 10, 8]]",21
SERVER_15319,2020-10-30 14:40:00,"[[220, 152, 4, 98, 1, 0], [233, 20, 4, 98, 2, 5], [257, 258, 4, 98, 2, 3], [2, 242, 4, 98, 2, 5], [233, 26, 4, 98, 1, 0], [2, 243, 4, 95, 1, 0], [251, 252, 4, 95, 1, 0]]",21
SERVER_3095,2020-01-01 21:22:00,"[[250, 23, 4, 12, 7, 5]]",21
SERVER_17012,2020-02-19 03:04:00,"[[250, 23, 4, 3, 14, 3], [250, 95, 4, 2, 1, 0], [259, 132, 4, 2, 1, 0], [236, 3, 4, 2, 1, 0]]",21
SERVER_3291,2020-09-25 14:19:00,"[[257, 258, 4, 42, 4, 5], [2, 243, 4, 41, 2, 5], [251, 252, 4, 41, 2, 5]]",21
SERVER_15633,2020-01-25 08:47:00,"[[250, 23, 4, 20, 10, 6], [250, 95, 4, 20, 2, 5], [257, 258, 4, 18, 2, 2], [2, 243, 4, 16, 2, 5], [251, 252, 4, 16, 2, 5]]",21
SERVER_2968,2020-05-30 13:00:00,"[[233, 26, 4, 94, 2, 3], [233, 20, 4, 94, 2, 3], [2, 242, 4, 94, 1, 0], [2, 243, 4, 86, 3, 7], [251, 252, 4, 86, 2, 7], [257, 258, 4, 84, 2, 3], [250, 23, 4, 52, 2, 7]]",21
SERVER_15354,2020-08-22 16:06:00,"[[260, 8, 4, 63, 1, 0], [257, 258, 4, 62, 4, 7], [2, 243, 4, 58, 5, 7], [251, 252, 4, 58, 3, 7]]",21
SERVER_15618,2020-02-20 20:16:00,"[[250, 23, 4, 13, 13, 3], [250, 95, 4, 12, 1, 0], [257, 258, 4, 10, 2, 4], [2, 243, 4, 5, 1, 0], [251, 252, 4, 5, 1, 0]]",21
SERVER_15327,2020-06-07 02:07:00,"[[257, 258, 4, 75, 1, 0], [250, 23, 4, 74, 2, 8]]",21
SERVER_15352,2020-03-13 03:21:00,"[[2, 243, 4, 86, 16, 9], [251, 252, 4, 86, 13, 9], [257, 258, 4, 37, 2, 3]]",21
SERVER_17310,2020-06-20 03:13:00,"[[250, 23, 4, 3, 16, 4], [250, 95, 4, 2, 1, 0]]",21
SERVER_7034,2020-08-13 16:34:00,"[[257, 258, 4, 12, 2, 2], [250, 23, 4, 10, 13, 3], [250, 95, 4, 10, 1, 0]]",21
SERVER_17551,2020-11-18 18:00:00,"[[257, 258, 4, 32, 2, 4], [236, 3, 4, 31, 1, 0]]",21
SERVER_15617,2020-07-10 14:37:00,"[[260, 8, 4, 58, 1, 0], [259, 132, 4, 58, 1, 0], [236, 3, 4, 58, 1, 0], [265, 255, 4, 43, 1, 0], [233, 26, 4, 43, 1, 0], [236, 261, 4, 43, 1, 0], [233, 20, 4, 43, 1, 0], [257, 258, 4, 42, 2, 4], [2, 242, 4, 41, 1, 0], [2, 243, 4, 22, 2, 5], [251, 252, 4, 22, 1, 0]]",21
SERVER_17551,2020-11-24 11:15:00,"[[2, 243, 4, 78, 1, 0], [251, 252, 4, 78, 1, 0]]",21
SERVER_15359,2020-06-29 19:57:00,"[[250, 23, 4, 82, 14, 3], [250, 95, 4, 82, 2, 2], [259, 132, 4, 82, 1, 0], [236, 3, 4, 82, 1, 0], [265, 255, 4, 65, 1, 0], [233, 26, 4, 65, 1, 0], [236, 261, 4, 65, 1, 0], [233, 20, 4, 65, 1, 0], [2, 242, 4, 64, 1, 0], [2, 243, 4, 54, 3, 7], [251, 252, 4, 54, 1, 0]]",21
SERVER_15371,2020-08-04 18:42:00,"[[257, 258, 4, 83, 2, 3], [2, 243, 4, 83, 13, 8], [251, 252, 4, 83, 9, 8]]",21
SERVER_17574,2020-10-05 06:42:00,"[[257, 258, 4, 87, 8, 9], [2, 243, 4, 87, 12, 9], [251, 252, 4, 87, 7, 9], [236, 3, 4, 56, 1, 0], [220, 151, 4, 38, 1, 0]]",21
SERVER_17253,2020-09-06 19:36:00,"[[250, 23, 4, 6, 1, 0], [250, 95, 4, 4, 1, 0]]",21
SERVER_15437,2020-02-15 18:22:00,"[[207, 49, 4, 20, 1, 0]]",21
SERVER_7032,2020-07-21 13:33:00,"[[250, 95, 4, 6, 1, 0], [257, 258, 4, 3, 2, 2]]",21
SERVER_7044,2020-06-07 11:27:00,"[[236, 3, 4, 96, 1, 0], [265, 255, 4, 95, 1, 0], [236, 261, 4, 95, 1, 0], [233, 26, 4, 95, 1, 0], [233, 20, 4, 95, 1, 0], [257, 258, 4, 95, 1, 0], [257, 258, 4, 51, 1, 0], [2, 242, 4, 50, 1, 0], [2, 243, 4, 46, 4, 7], [251, 252, 4, 46, 2, 7]]",21
SERVER_2964,2020-10-01 21:41:00,"[[236, 3, 4, 75, 1, 0], [233, 26, 4, 44, 1, 0], [236, 261, 4, 44, 1, 0], [233, 20, 4, 43, 1, 0], [2, 242, 4, 42, 1, 0], [251, 252, 4, 42, 1, 0], [220, 152, 4, 26, 1, 0]]",21
SERVER_2943,2020-02-08 14:54:00,"[[250, 95, 4, 19, 1, 0], [257, 258, 4, 18, 2, 3], [2, 243, 4, 16, 1, 0], [251, 252, 4, 16, 1, 0]]",21
SERVER_15616,2020-08-24 11:58:00,"[[250, 23, 4, 17, 17, 5], [250, 95, 4, 5, 1, 0], [257, 258, 4, 2, 1, 0]]",21
SERVER_3579,2020-07-31 12:32:00,"[[220, 152, 4, 81, 1, 0], [257, 258, 4, 81, 1, 0], [2, 242, 4, 80, 2, 7], [222, 3, 4, 71, 2, 4], [233, 26, 4, 71, 1, 0], [233, 20, 4, 70, 1, 0], [2, 243, 4, 50, 1, 0], [251, 252, 4, 50, 1, 0], [250, 23, 4, 13, 2, 5]]",21
SERVER_3610,2020-11-24 21:57:00,"[[236, 3, 4, 34, 1, 0], [233, 26, 4, 34, 1, 0], [236, 261, 4, 34, 1, 0], [233, 20, 4, 34, 1, 0], [259, 132, 4, 34, 1, 0], [257, 258, 4, 33, 2, 3], [2, 242, 4, 32, 1, 0]]",21
SERVER_15405,2020-06-27 17:46:00,"[[257, 258, 4, 84, 2, 3], [2, 243, 4, 84, 11, 9], [251, 252, 4, 73, 6, 8], [259, 132, 4, 58, 1, 0], [236, 3, 4, 58, 1, 0], [265, 255, 4, 52, 1, 0], [233, 26, 4, 52, 1, 0], [236, 261, 4, 52, 1, 0], [233, 20, 4, 52, 1, 0], [2, 242, 4, 51, 1, 0]]",21
SERVER_15619,2020-06-02 16:32:00,"[[250, 95, 4, 5, 2, 4], [259, 132, 4, 1, 1, 0], [256, 132, 4, 1, 1, 0], [236, 3, 4, 1, 1, 0]]",21
SERVER_3559,2020-07-19 20:16:00,"[[259, 132, 4, 96, 1, 0], [236, 3, 4, 96, 1, 0]]",21
SERVER_7427,2020-03-24 05:41:00,"[[2, 243, 4, 90, 10, 7], [251, 252, 4, 90, 6, 7], [257, 258, 4, 16, 1, 0], [250, 23, 4, 13, 1, 0]]",21
SERVER_17010,2020-02-18 09:15:00,"[[257, 258, 4, 20, 2, 5], [250, 95, 4, 19, 1, 0], [2, 243, 4, 19, 1, 0], [251, 252, 4, 18, 1, 0]]",21
SERVER_7055,2020-11-21 16:40:00,"[[257, 258, 4, 92, 3, 7], [2, 243, 4, 92, 2, 7], [251, 252, 4, 92, 2, 7], [250, 23, 4, 91, 6, 9], [220, 152, 4, 49, 1, 0], [2, 243, 4, 38, 2, 7], [251, 252, 4, 37, 2, 7], [250, 95, 4, 12, 1, 0]]",21
SERVER_3341,2020-08-18 11:36:00,"[[222, 3, 4, 96, 2, 2], [236, 261, 4, 96, 1, 0], [233, 26, 4, 96, 1, 0], [265, 255, 4, 96, 1, 0], [257, 258, 4, 57, 1, 0], [2, 242, 4, 56, 1, 0], [2, 243, 4, 53, 1, 0], [251, 252, 4, 53, 1, 0]]",21
SERVER_2979,2020-07-12 05:42:00,"[[250, 95, 4, 8, 1, 0], [257, 258, 4, 5, 1, 0]]",21
SERVER_7042,2020-08-07 18:51:00,"[[250, 23, 4, 95, 1, 0], [250, 23, 4, 6, 1, 0]]",21
SERVER_5132,2020-08-23 22:12:00,"[[257, 258, 4, 68, 4, 7], [2, 243, 4, 67, 4, 7], [233, 26, 4, 64, 2, 4], [233, 20, 4, 64, 2, 4], [2, 242, 4, 61, 1, 0], [251, 252, 4, 42, 2, 6]]",21
SERVER_3199,2020-08-17 05:01:00,"[[236, 3, 4, 58, 1, 0], [259, 132, 4, 58, 1, 0]]",21
SERVER_3548,2020-08-27 23:25:00,"[[2, 243, 4, 97, 2, 6], [251, 252, 4, 97, 2, 6], [250, 23, 4, 69, 2, 7]]",21
SERVER_5020,2020-05-19 09:53:00,"[[250, 95, 4, 8, 1, 0], [257, 258, 4, 6, 2, 5]]",21
SERVER_17562,2020-10-16 13:18:00,"[[257, 258, 4, 89, 6, 8], [2, 243, 4, 89, 6, 8], [251, 252, 4, 88, 3, 8], [250, 23, 4, 4, 6, 2], [250, 95, 4, 4, 2, 1], [236, 3, 4, 4, 1, 0]]",21
SERVER_3496,2020-09-02 19:31:00,"[[250, 23, 4, 98, 1, 0], [250, 23, 4, 5, 1, 0]]",21
SERVER_3396,2020-09-24 01:00:00,"[[250, 95, 4, 6, 1, 0], [257, 258, 4, 2, 2, 3]]",21
SERVER_15434,2020-09-08 01:49:00,"[[214, 13, 4, 100, 2, 7], [207, 13, 4, 100, 2, 7], [240, 131, 4, 100, 2, 7], [233, 20, 4, 100, 2, 7], [236, 3, 4, 100, 2, 7], [236, 261, 4, 100, 2, 7], [233, 26, 4, 100, 2, 7], [259, 132, 4, 100, 1, 0], [233, 20, 4, 100, 1, 0], [2, 242, 4, 100, 1, 0], [2, 243, 4, 100, 1, 0], [251, 252, 4, 100, 1, 0], [250, 95, 4, 100, 1, 0], [260, 8, 4, 100, 1, 0], [250, 23, 4, 76, 3, 8]]",21
SERVER_17161,2020-07-12 17:25:00,"[[250, 23, 4, 98, 1, 0], [250, 23, 4, 7, 1, 0]]",21
SERVER_3198,2020-05-21 15:08:00,"[[257, 258, 4, 88, 2, 1], [2, 243, 4, 88, 1, 0], [251, 252, 4, 88, 1, 0], [250, 23, 4, 4, 15, 4], [250, 95, 4, 3, 1, 0]]",21
SERVER_7043,2020-05-14 17:29:00,"[[257, 258, 4, 93, 8, 9], [2, 243, 4, 93, 8, 8], [251, 252, 4, 92, 4, 8]]",21
SERVER_3121,2020-06-15 03:19:00,"[[257, 258, 4, 39, 2, 4], [2, 243, 4, 38, 1, 0], [251, 252, 4, 38, 1, 0]]",21
SERVER_15314,2020-02-28 12:46:00,"[[250, 23, 4, 85, 17, 9]]",21
SERVER_15799,2020-01-19 17:26:00,"[[257, 258, 4, 92, 1, 0], [2, 243, 4, 92, 1, 0], [251, 252, 4, 92, 1, 0], [257, 258, 4, 70, 1, 0], [250, 23, 4, 18, 1, 0]]",21
SERVER_15586,2020-09-29 02:24:00,"[[260, 8, 4, 56, 1, 0], [257, 258, 4, 55, 2, 3], [2, 243, 4, 54, 1, 0], [251, 252, 4, 54, 1, 0]]",21
SERVER_15335,2020-06-11 12:48:00,"[[250, 23, 4, 65, 2, 7]]",21
SERVER_3393,2020-05-10 07:49:00,"[[259, 132, 4, 58, 1, 0], [236, 3, 4, 58, 1, 0], [265, 255, 4, 31, 1, 0], [236, 261, 4, 31, 1, 0], [233, 26, 4, 31, 1, 0], [233, 20, 4, 31, 1, 0], [257, 258, 4, 31, 2, 5], [2, 242, 4, 28, 1, 0], [2, 243, 4, 15, 1, 0], [251, 252, 4, 15, 1, 0]]",21
SERVER_4044,2020-09-17 16:49:00,"[[257, 258, 4, 64, 2, 5], [2, 243, 4, 60, 4, 7], [233, 26, 4, 55, 2, 4], [233, 20, 4, 55, 2, 3], [2, 242, 4, 53, 1, 0], [251, 252, 4, 42, 2, 6]]",21
SERVER_7425,2020-01-31 08:38:00,"[[250, 95, 4, 22, 1, 0], [257, 258, 4, 20, 2, 5], [2, 243, 4, 16, 1, 0], [251, 252, 4, 16, 1, 0]]",21
SERVER_7033,2020-07-09 12:50:00,"[[259, 132, 4, 56, 1, 0], [236, 3, 4, 56, 1, 0], [265, 255, 4, 47, 1, 0], [236, 261, 4, 47, 1, 0], [233, 26, 4, 47, 1, 0], [233, 20, 4, 47, 1, 0], [257, 258, 4, 47, 2, 2], [2, 242, 4, 46, 1, 0]]",21
SERVER_7055,2020-05-20 22:14:00,"[[257, 258, 4, 95, 3, 7], [2, 243, 4, 95, 1, 0], [251, 252, 4, 95, 1, 0], [250, 95, 4, 93, 1, 0]]",21
SERVER_3333,2020-04-20 00:58:00,"[[250, 95, 4, 5, 1, 0], [257, 258, 4, 4, 2, 4], [2, 243, 4, 1, 1, 0], [251, 252, 4, 1, 1, 0]]",21
SERVER_17575,2020-10-22 12:40:00,"[[214, 42, 4, 80, 15, 8], [214, 42, 9, 80, 15, 8]]",21
SERVER_15407,2020-09-02 11:21:00,"[[260, 8, 4, 57, 1, 0], [257, 258, 4, 56, 2, 3], [2, 243, 4, 54, 2, 7], [251, 252, 4, 54, 1, 0]]",21
SERVER_15380,2020-04-15 14:42:00,"[[250, 23, 4, 7, 1, 0]]",21
SERVER_3350,2020-10-08 14:41:00,"[[250, 23, 4, 100, 22, 7], [220, 151, 4, 100, 1, 0], [250, 23, 4, 57, 14, 4], [250, 95, 4, 57, 2, 3], [236, 3, 4, 56, 1, 0]]",21
SERVER_7024,2020-06-22 21:24:00,"[[250, 23, 4, 39, 2, 7]]",21
SERVER_7034,2020-08-13 16:30:00,"[[257, 258, 4, 3, 2, 2], [250, 23, 4, 0, 1, 0]]",21
SERVER_17305,2020-05-28 18:47:00,"[[233, 26, 4, 94, 1, 0], [233, 20, 4, 94, 1, 0], [257, 258, 4, 94, 4, 8], [2, 242, 4, 94, 1, 0], [2, 243, 4, 90, 4, 9], [251, 252, 4, 90, 3, 9], [250, 23, 4, 2, 1, 0]]",21
SERVER_3818,2020-05-03 22:41:00,"[[257, 258, 4, 33, 2, 3], [2, 243, 4, 32, 1, 0], [251, 252, 4, 32, 1, 0]]",21
SERVER_3099,2020-06-13 07:36:00,"[[257, 258, 4, 91, 2, 7], [2, 243, 4, 91, 3, 7], [251, 252, 4, 91, 2, 7], [250, 23, 4, 8, 10, 3]]",21
SERVER_3543,2020-01-17 04:21:00,"[[257, 258, 4, 87, 4, 5], [2, 243, 4, 87, 2, 5], [251, 252, 4, 87, 2, 5], [250, 23, 4, 49, 2, 7]]",21
SERVER_7057,2020-07-10 08:27:00,"[[250, 95, 4, 93, 1, 0], [257, 258, 4, 93, 2, 9], [2, 243, 4, 89, 3, 6], [251, 252, 4, 89, 1, 0]]",21
SERVER_17252,2020-05-30 11:33:00,"[[257, 258, 4, 91, 1, 0], [2, 243, 4, 91, 1, 0], [251, 252, 4, 91, 1, 0], [250, 23, 4, 84, 12, 9]]",21
SERVER_17565,2020-09-29 16:35:00,"[[250, 95, 4, 6, 1, 0], [2, 243, 4, 0, 1, 0]]",21
SERVER_3163,2020-03-04 04:06:00,"[[250, 95, 4, 33, 2, 6], [257, 258, 4, 32, 2, 4], [2, 243, 4, 30, 2, 6], [251, 252, 4, 30, 2, 6]]",21
SERVER_17527,2020-09-26 01:21:00,"[[250, 23, 4, 20, 10, 3], [250, 95, 4, 20, 2, 2], [236, 3, 4, 20, 1, 0]]",21
SERVER_3378,2020-08-27 03:01:00,"[[260, 8, 4, 59, 1, 0], [257, 258, 4, 58, 2, 3], [2, 243, 4, 56, 1, 0], [251, 252, 4, 56, 1, 0]]",21
SERVER_3301,2020-01-16 06:17:00,"[[250, 23, 4, 6, 3, 5]]",21
SERVER_15436,2020-05-05 17:22:00,"[[222, 3, 4, 97, 1, 0], [233, 26, 4, 97, 2, 7], [257, 258, 4, 97, 3, 8], [2, 242, 4, 97, 2, 5], [265, 255, 4, 97, 1, 0], [233, 20, 4, 97, 1, 0], [2, 243, 4, 96, 3, 7], [251, 252, 4, 95, 2, 7], [250, 95, 4, 22, 1, 0], [257, 258, 4, 22, 1, 0]]",21
SERVER_17562,2020-10-16 13:27:00,"[[257, 258, 4, 89, 6, 8], [2, 243, 4, 89, 6, 8], [251, 252, 4, 88, 3, 8], [250, 23, 4, 20, 8, 5], [250, 95, 4, 19, 2, 1], [236, 3, 4, 19, 1, 0]]",21
